#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2E135
#Date Time: 2023-11-01 14:07:57.995
#Sample rate: 40000Hz
#Samples: 4096

Time (s),DIO 0,DIO 1,DIO 3
-0.045875,1,0,0
-0.04585,1,0,0
-0.045825,1,0,0
-0.0458,1,0,0
-0.045775,1,0,0
-0.04575,1,0,0
-0.045725,1,0,0
-0.0457,1,0,0
-0.045675,1,0,0
-0.04565,1,0,0
-0.045625,1,0,0
-0.0456,1,0,0
-0.045575,1,0,0
-0.04555,1,0,0
-0.045525,1,0,0
-0.0455,1,0,0
-0.045475,1,0,0
-0.04545,1,0,0
-0.045425,1,0,0
-0.0454,1,0,0
-0.045375,1,0,0
-0.04535,1,0,0
-0.045325,1,0,0
-0.0453,1,0,0
-0.045275,1,0,0
-0.04525,1,0,0
-0.045225,1,0,0
-0.0452,1,0,0
-0.045175,1,0,0
-0.04515,1,0,0
-0.045125,1,0,0
-0.0451,1,0,0
-0.045075,1,0,0
-0.04505,1,0,0
-0.045025,1,0,0
-0.045,1,0,0
-0.044975,1,0,0
-0.04495,1,0,0
-0.044925,1,0,0
-0.0449,1,0,0
-0.044875,1,0,0
-0.04485,1,0,0
-0.044825,1,0,0
-0.0448,1,0,0
-0.044775,1,0,0
-0.04475,1,0,0
-0.044725,1,0,0
-0.0447,1,0,0
-0.044675,1,0,0
-0.04465,1,0,0
-0.044625,1,0,0
-0.0446,1,0,0
-0.044575,1,0,0
-0.04455,1,0,0
-0.044525,0,0,0
-0.0445,0,0,0
-0.044475,0,0,0
-0.04445,0,0,0
-0.044425,0,0,0
-0.0444,0,0,0
-0.044375,0,0,0
-0.04435,0,0,0
-0.044325,0,0,0
-0.0443,0,0,0
-0.044275,0,0,0
-0.04425,0,0,0
-0.044225,0,0,0
-0.0442,0,0,0
-0.044175,0,0,0
-0.04415,0,0,0
-0.044125,0,0,0
-0.0441,0,0,0
-0.044075,0,0,0
-0.04405,0,0,0
-0.044025,0,0,0
-0.044,0,0,0
-0.043975,0,0,0
-0.04395,0,0,0
-0.043925,0,0,0
-0.0439,0,0,0
-0.043875,0,0,0
-0.04385,0,0,0
-0.043825,0,0,0
-0.0438,0,0,0
-0.043775,0,0,0
-0.04375,0,0,0
-0.043725,0,0,0
-0.0437,0,0,0
-0.043675,0,0,0
-0.04365,0,0,0
-0.043625,0,0,0
-0.0436,0,0,0
-0.043575,0,0,0
-0.04355,0,0,0
-0.043525,0,0,0
-0.0435,0,0,0
-0.043475,0,0,0
-0.04345,0,0,0
-0.043425,0,0,0
-0.0434,0,0,0
-0.043375,0,0,0
-0.04335,0,0,0
-0.043325,0,0,0
-0.0433,0,0,0
-0.043275,0,0,0
-0.04325,0,0,0
-0.043225,0,0,0
-0.0432,0,0,0
-0.043175,0,0,0
-0.04315,0,0,0
-0.043125,0,0,0
-0.0431,0,0,0
-0.043075,0,0,0
-0.04305,0,0,0
-0.043025,0,0,0
-0.043,0,0,0
-0.042975,0,0,0
-0.04295,0,0,0
-0.042925,0,0,0
-0.0429,0,0,0
-0.042875,0,0,0
-0.04285,0,0,0
-0.042825,0,0,0
-0.0428,0,0,0
-0.042775,0,0,0
-0.04275,0,0,0
-0.042725,0,0,0
-0.0427,0,0,0
-0.042675,0,0,0
-0.04265,0,0,0
-0.042625,0,0,0
-0.0426,0,0,0
-0.042575,0,0,0
-0.04255,0,0,0
-0.042525,0,0,0
-0.0425,0,0,0
-0.042475,0,0,0
-0.04245,0,0,0
-0.042425,0,0,0
-0.0424,0,0,0
-0.042375,0,0,0
-0.04235,0,0,0
-0.042325,0,0,0
-0.0423,0,0,0
-0.042275,0,0,0
-0.04225,0,0,0
-0.042225,0,0,0
-0.0422,0,0,0
-0.042175,0,0,0
-0.04215,0,0,0
-0.042125,0,0,0
-0.0421,0,0,0
-0.042075,0,0,0
-0.04205,0,0,0
-0.042025,0,0,0
-0.042,0,0,0
-0.041975,0,0,0
-0.04195,0,0,0
-0.041925,0,0,0
-0.0419,0,0,0
-0.041875,0,0,0
-0.04185,0,0,0
-0.041825,0,0,0
-0.0418,0,0,0
-0.041775,0,0,0
-0.04175,0,0,0
-0.041725,0,0,0
-0.0417,0,0,0
-0.041675,0,0,0
-0.04165,0,0,0
-0.041625,0,0,0
-0.0416,0,0,0
-0.041575,0,0,0
-0.04155,0,0,0
-0.041525,0,0,0
-0.0415,0,0,0
-0.041475,0,0,0
-0.04145,0,0,0
-0.041425,0,0,0
-0.0414,0,0,0
-0.041375,0,0,0
-0.04135,0,0,0
-0.041325,0,0,0
-0.0413,0,0,0
-0.041275,0,0,0
-0.04125,0,0,0
-0.041225,0,0,0
-0.0412,0,0,0
-0.041175,0,0,0
-0.04115,0,0,0
-0.041125,0,0,0
-0.0411,0,0,0
-0.041075,0,0,0
-0.04105,0,0,0
-0.041025,0,0,0
-0.041,0,0,0
-0.040975,0,0,0
-0.04095,0,0,0
-0.040925,0,0,0
-0.0409,0,0,0
-0.040875,0,0,0
-0.04085,0,0,0
-0.040825,0,0,0
-0.0408,0,0,0
-0.040775,0,0,0
-0.04075,0,0,0
-0.040725,0,0,0
-0.0407,0,0,0
-0.040675,0,0,0
-0.04065,0,0,0
-0.040625,0,0,0
-0.0406,0,0,0
-0.040575,0,0,0
-0.04055,0,0,0
-0.040525,0,0,0
-0.0405,0,0,0
-0.040475,0,0,0
-0.04045,0,0,0
-0.040425,0,0,0
-0.0404,0,0,0
-0.040375,0,0,0
-0.04035,0,0,0
-0.040325,0,0,0
-0.0403,0,0,0
-0.040275,0,0,0
-0.04025,0,0,0
-0.040225,0,0,0
-0.0402,0,0,0
-0.040175,0,0,0
-0.04015,0,0,0
-0.040125,0,0,0
-0.0401,0,0,0
-0.040075,0,0,0
-0.04005,0,0,0
-0.040025,0,0,0
-0.04,0,0,0
-0.039975,0,0,0
-0.03995,0,0,0
-0.039925,0,0,0
-0.0399,0,0,0
-0.039875,0,0,0
-0.03985,0,0,0
-0.039825,0,0,0
-0.0398,0,0,0
-0.039775,1,0,0
-0.03975,1,0,0
-0.039725,1,0,0
-0.0397,1,0,0
-0.039675,1,0,0
-0.03965,1,0,0
-0.039625,1,0,0
-0.0396,1,0,0
-0.039575,1,0,0
-0.03955,1,0,0
-0.039525,1,0,0
-0.0395,1,0,0
-0.039475,1,0,0
-0.03945,1,0,0
-0.039425,1,0,0
-0.0394,1,0,0
-0.039375,1,0,0
-0.03935,1,0,0
-0.039325,1,0,0
-0.0393,1,0,0
-0.039275,1,0,0
-0.03925,1,0,0
-0.039225,1,0,0
-0.0392,1,0,0
-0.039175,1,0,0
-0.03915,1,0,0
-0.039125,1,0,0
-0.0391,1,0,0
-0.039075,1,0,0
-0.03905,1,0,0
-0.039025,1,0,0
-0.039,1,0,0
-0.038975,1,0,0
-0.03895,1,0,0
-0.038925,1,0,0
-0.0389,1,0,0
-0.038875,1,0,0
-0.03885,1,0,0
-0.038825,1,0,0
-0.0388,1,0,0
-0.038775,1,0,0
-0.03875,1,0,0
-0.038725,1,0,0
-0.0387,1,0,0
-0.038675,1,0,0
-0.03865,1,0,0
-0.038625,1,0,0
-0.0386,1,0,0
-0.038575,1,0,0
-0.03855,1,0,0
-0.038525,1,0,0
-0.0385,1,0,0
-0.038475,1,0,0
-0.03845,1,0,0
-0.038425,1,0,0
-0.0384,1,0,0
-0.038375,1,0,0
-0.03835,1,0,0
-0.038325,1,0,0
-0.0383,1,0,0
-0.038275,1,0,0
-0.03825,1,0,0
-0.038225,1,0,0
-0.0382,1,0,0
-0.038175,1,0,0
-0.03815,1,0,0
-0.038125,1,0,0
-0.0381,1,0,0
-0.038075,1,0,0
-0.03805,1,0,0
-0.038025,1,0,0
-0.038,1,0,0
-0.037975,1,0,0
-0.03795,1,0,0
-0.037925,1,0,0
-0.0379,1,0,0
